,0
321,-6.225784995009162
322,-8.459312625192721
323,-1.2110704839970312
324,-2.235291826623471
325,-6.441364561263322
326,-11.435273370321617
327,-8.692873353520309
328,-9.739592170980606
329,-7.562939477473659
330,-5.413507925957225
331,-8.521688243410704
332,-6.027681519946447
333,-8.373438498505
334,-9.325213456745225
335,-9.834635169524713
336,-4.259283102729798
337,-5.372596315882339
338,-7.116114369599012
339,-9.06891350346007
340,-5.246687941904843
341,-4.402530678987293
342,-6.770069290384804
343,-8.526171962970997
344,-6.155672066745281
345,-5.3518275039520775
346,-0.7309301879184984
347,-5.606527721984202
348,-4.729473948198807
349,-5.4688765711903695
350,-10.377976026320056
351,-5.267192172281587
352,-8.992132412549372
353,-9.546175732518439
354,-5.213256047377554
355,-8.686119638642413
356,-6.451047417522859
357,-7.450990274829576
358,-6.421027030293612
359,-9.286639077945143
360,-11.028843393008763
361,-5.71928004889205
362,-7.408032807300046
363,-6.016462581957334
364,-8.131015128549997
365,-9.520883613236055
366,-7.614703655492967
367,-7.57108229960629
368,-5.919534445409742
369,-8.59731888618075
370,-7.927406168199622
371,-6.202289483160417
372,-12.500870911864878
373,-9.177859293868586
374,-11.36770034393622
375,-14.025870275908733
376,-9.625501137372842
377,-8.990385799172023
378,-11.393660283627812
379,-14.193687679439673
380,-3.740126319528475
381,-5.816483350712802
382,-0.47006569295729683
383,-2.2913345127284037
384,-5.252013444741809
385,-4.731034086102895
386,-11.153824538177632
387,-4.654578103775526
388,-8.51535867326828
389,-10.513811558627285
390,-5.475047203666875
391,-3.770989207133962
392,-6.679170896041262
393,-0.3348116271869941
394,-9.307869178600914
395,-10.933141312840133
396,-4.812447812646189
397,-0.12249633460939435
398,-8.840916797029315
399,-4.552995311478188
400,-1.7433929388034626
401,-3.819688923890853
402,-7.095246300774499
403,-6.932500750033926
404,-6.888046417085595
405,-4.730430960452182
406,-3.9287333472292882
407,-4.421950351254031
408,-8.209306523293348
409,-6.427238127340852
410,-6.9348187532830154
411,-10.830693240070481
412,-5.154116592634811
413,-0.7281142502721112
414,-6.582803522782927
415,-9.175636942977349
416,-11.304316716641324
417,-10.903608029156965
418,-10.237072511123852
419,-10.003181630619446
420,-15.492566047742537
421,-9.411887000317769
422,-8.024113027964365
423,-4.6584925275424585
424,-11.078043659232614
425,-6.336964870256305
426,-5.635328474417312
427,-3.2587765037691026
428,-6.754101825982734
429,-12.846554121507591
430,-0.3373384984763659
431,-7.4014459790960085
432,-7.530036158174741
433,-5.04439687094236
434,-11.103199064532909
435,-10.846527216007491
436,-8.91850586968733
437,-13.699317560143506
438,-2.397062241099219
439,-2.5894851145641793
440,-7.959512700226147
441,-8.072770629905419
442,-1.3757019168606721
443,-1.6844227896780604
444,-4.708604987803291
445,-2.388791229787736
446,-6.342008247318756
447,-9.597847333170675
448,-3.80582429376809
449,-7.475047565719356
450,-8.488521723780542
451,-5.17981166864578
452,-5.265048194812182
453,-3.5189798463022584
454,-4.223774181569711
455,-6.970366240408543
456,-4.923731984250557
457,-8.50991658540247
458,-3.4603962532802734
459,-7.609966995735112
460,-12.259252359965467
461,-12.13709583262471
462,-5.519324397034007
463,-4.7780762426525545
464,-6.320077341941468
465,-7.085538488580848
466,-9.936974192779191
467,-7.312890510925021
468,-4.599079444466669
469,-6.593772341909685
470,-2.2852371993103366
471,-10.259326023990656
472,-5.358676939447239
473,-0.6236855819024241
474,-10.920832411227561
475,-11.783518558082324
476,-9.064527422441282
477,-7.9863252593751435
478,-17.085113565066163
479,-13.206792306097942
480,-5.006517272824849
481,-8.316606456438224
482,-3.1021518968383655
483,-2.3973331872089156
484,-2.5354683377628913
485,-7.462299710315857
486,-3.416032850731702
487,-7.16262503690134
488,-12.99080204595402
489,-9.936712339935772
490,-9.542244814705208
491,-4.415567932862617
492,-5.7129093049366
493,-8.696485297850469
494,-11.963227100721232
495,-10.096387947979249
496,-3.926028366207768
497,-4.585380888380379
498,-2.288252467392388
499,-7.078411248837995
500,-12.75764209477217
501,-6.143228826548687
502,-4.274829329001923
503,-2.3246466869092455
504,-4.4348356553745525
505,-6.122287484048433
506,-3.936197087922333
507,-6.929148908634295
508,-5.689128340570823
509,-8.567623980929204
510,-7.6285465433512645
511,-7.802576459435487
512,-4.795856517967556
513,-7.93974926548619
514,-6.782382478686311
515,-4.16563051324242
516,-6.632126954695471
517,-10.018477657088514
518,-8.564249251153406
519,-5.9613679034874805
520,-3.524296248787427
521,-1.6420413287625317
522,-6.235168205760988
523,-4.258556436291971
524,-1.8544585858729903
525,-8.106753585918174
526,-2.7772130318541164
527,-2.6106418904606086
528,-6.120838808632533
529,-9.253483490252638
530,-5.811719669401353
531,-11.56739400069104
532,-4.727627699316422
533,-8.922710872871534
534,-5.357500670114485
535,-5.19330685625191
536,-4.057490469804129
537,-5.389629951680844
538,-8.663194490806486
539,-10.661606547781465
540,-7.254323831216861
541,-11.167743171068508
542,-10.898600191903325
543,-5.90486000475039
544,0.9196197474828045
545,-1.8409063940880834
546,-8.175104412197845
547,-8.878474261935645
548,-6.935826650657576
549,-9.028092711479129
550,-6.959454162450288
551,-7.498735925012171
552,-10.530330747776366
553,-9.648991093571926
554,-7.179820854012923
555,-8.606604517595802
556,-4.960702434843442
557,-6.45912795191045
558,-7.314455762870914
559,-8.772788782828316
560,-11.361371836870164
561,-4.171972578224315
562,-8.740090004027385
563,-9.86946864838292
564,-9.471306030043346
565,-10.884920588825246
566,0.1384273699833347
567,-3.353686047863903
568,-1.4415106083117015
569,-2.6591890361218953
570,-9.952405051453443
571,-4.145055850323441
572,-7.485475279897275
573,-8.244461775621598
574,-5.364602206209337
575,-13.024199601431672
576,-8.958555207620302
577,-6.288199844422983
578,-5.069068615902645
579,-1.1069883875091833
580,-7.176277547273522
581,-8.614877080564478
582,-12.607138849969587
583,-4.7412280537676175
584,-7.911103549716138
585,-7.051242215802704
586,-4.312671671350234
587,-7.2566189242289445
588,-7.714081393233717
589,-10.679642757257932
590,-6.3620194995403585
591,-8.016673432361975
592,-8.845181220859395
593,-7.689341783024616
594,-8.861698352292484
595,-10.628446983311955
596,-4.590709551784231
597,-7.9812465204639516
598,-6.478014148330939
599,-5.171006900981995
600,-7.405566430496537
601,-10.600040819404281
602,-11.648794651343138
603,-6.952727355115022
604,-11.344551640027055
605,-4.8431402344608845
606,-2.7969410279691607
607,-7.108551395999042
608,-4.885173327318036
609,0.2972761884292945
610,-8.635013319075485
611,-8.827564267353294
612,-5.791323146859537
613,-9.690131573425695
614,-13.694669159205233
615,-13.24703385401484
616,-8.546496088279804
617,-6.032366754219271
618,-8.66040931055602
619,-7.884852300447141
620,-5.725208321863072
621,-4.091994024421924
622,-14.30970465646658
623,-9.649032901542412
624,-10.329724080997252
625,-12.100627131406261
626,-4.163882412824824
627,-4.599621085905218
628,-9.042629562949395
629,-5.252238956544151
630,-5.171418353040561
631,0.1270993790374204
632,-5.842570693237782
633,-7.321330097114373
634,-1.455927687305353
635,-7.188519357137053
636,-9.304895096025023
637,-9.050914207469058
638,-1.3439420252699517
639,-5.830226491306142
640,-9.002427272345047
641,-3.220767110890382
642,-3.7096658759490304
643,-8.916705807628396
644,-5.877453886785064
645,-6.822196045234103
646,0.22933283875426458
647,0.04124990395622685
648,-7.594869460339979
649,-5.183139867520632
650,-13.84314588150956
651,-9.940610143095466
652,-4.37202830060222
653,-8.205146488266012
654,-13.91103940974699
655,-13.705900736831477
656,-6.995067565729328
657,-7.07863931895243
658,-7.274043447449627
659,-7.7741225835573085
660,-4.535045522386989
661,-6.429420463990352
662,-5.9721036786892
663,-7.854582306079539
664,-5.298329897718518
665,-4.929644774071539
666,-8.930385963169748
667,-3.7204014222645965
668,-1.8767384781908074
669,1.904352170487721
670,-6.7056143053008155
671,-13.888048758196732
672,-5.449979396764253
673,-6.73668830058844
674,-1.9288560664792573
675,-4.623292110243904
676,-7.096713937433079
677,-1.0266710642111567
678,-11.677970364557659
679,-7.273174306251753
680,-6.953789777477205
681,-10.86493984172495
682,-6.459871421788821
683,-4.764628213831861
684,-5.001503254111068
685,-2.5316042405602133
686,-5.7149500803310955
687,-7.013367445150894
688,-9.650509895421447
689,-8.11153664055621
690,-8.052991415689926
691,-4.036955171378498
692,-5.206607049076962
693,-3.072943518240484
694,-8.033048270670042
695,-9.105348591057776
696,-5.69587459083999
697,-10.02985915151709
698,-9.124485802778473
699,-9.765005592273054
700,-7.433942159896096
701,-3.800067606380122
702,-2.696955231510411
703,-7.576008283102433
704,-3.931186348930734
705,-1.8319062976847498
706,-6.651695041930562
707,-0.5729096818841883
708,-4.430081162249843
709,1.4466160831544101
710,-7.390787716991245
711,-7.725811764026469
712,-6.24960364084451
713,-4.8669555824576936
714,-8.81140285245691
715,-4.989453020978955
716,-7.562548238526487
717,-7.041887663888347
718,-5.939339799262506
719,-6.136605226369682
720,-4.852268388014488
721,-10.776465479173842
722,-4.720407826194636
723,-2.1456654776166477
724,-7.1333989706337535
725,-7.770735943251502
726,-7.650800776043691
727,-6.446742429107991
728,-4.223866789993954
729,-6.919993446329451
730,-5.823566480868948
731,-9.212749200011991
732,-5.131173957003614
733,-11.029096570350976
734,-10.541452727812365
735,-8.904327025675308
736,-9.379461717565938
737,-5.975320292898974
738,-13.16337168526978
739,-9.649490704693086
740,0.08678772963182624
741,-4.345796907530383
742,-5.39207645347214
743,-5.30169440429615
744,-7.112571874430017
745,-9.62662218975117
746,-6.185776793972202
747,-8.80250002998484
748,-2.945667482223029
749,-7.8184844597664
750,-2.216168015947467
751,-6.898540841419846
752,-6.243043186205288
753,-2.5931209367994237
754,-9.047546126381054
755,0.0712928360818097
756,-8.62534204034085
757,-7.9850509257136375
758,-5.94197106990187
759,-3.516026485544256
760,-5.688332664520866
761,-5.265678268545211
762,-13.606966396667783
763,-13.939727650453918
764,-8.822754114789198
765,-11.25862870479458
766,-9.97454582639146
767,-3.8403124843995275
768,-8.480454073419335
769,-2.2019480963080786
770,-7.898314577721496
771,-9.846756644558155
772,-10.357707324614221
773,-6.988679884852856
774,-5.92544552861829
775,-11.36486351692005
776,-4.64746101114222
777,-5.504890716332881
778,-7.87810326516964
779,-5.7280320495733985
780,-5.157268381310271
781,-9.783036931083021
782,-9.063474495971857
783,-6.948343429554077
784,-10.353033440036743
785,-6.609099183033224
786,-10.001673860770726
787,-8.411027406676418
788,-3.937490250679775
789,-9.691227703153233
790,-8.496388592800253
791,-7.776937340254295
792,-5.507136662755075
793,-9.929923466379037
794,-5.963907490988613
795,-2.3156789907711666
796,-8.0757407330674
797,-5.714953066581387
798,-7.126462526218125
799,-7.02338423533065
800,-8.588649921561105
801,-10.376281298062235
802,-6.453627384491449
803,-8.054995958732858
804,-5.314929210486691
805,-6.385932862749973
806,-6.758493780756905
807,-8.416927654306331
808,-8.772913115347226
809,-11.87192371587984
810,-5.743947567862387
811,-7.26722063705619
812,-11.168786493998748
813,-10.487900775221965
814,-7.1569379993029685
815,-12.30307008692499
816,-9.247434329041456
817,-6.1656628530460225
818,-9.063169116585811
819,-5.372236828424347
820,-8.072444776866934
821,-3.190322033029807
822,-12.453857902942918
823,-13.7107675461962
824,-8.338646877221112
825,-3.3039753626215433
826,-10.273534943211835
827,-12.084775207764444
828,-5.400224918439257
829,-6.3763554371139
830,-1.8517664519869266
831,-5.034070143552278
832,-3.0134288571842904
833,-5.673157642560335
834,-7.313904230356705
835,-6.502560597087887
836,-9.373038789167861
837,-12.831438634170413
838,-9.233632725828139
839,-9.974911826731187
840,-8.037952971707343
841,-5.700309678966572
842,-4.691909849190756
843,-3.367203629790166
844,-8.293341757622919
845,-6.5874405385956605
846,-12.017772908894521
847,-3.512363728581239
848,-4.3929848958212565
849,-6.232412305276282
850,-4.389210542406648
851,-6.313439728061752
852,-7.373069215190669
853,-3.254195129355508
854,-9.769739397486253
855,-11.746862555497703
856,-5.6143098463271714
857,-3.9812784560479653
858,-6.635225222673012
859,-4.442685090514071
860,-4.911538030013784
861,-10.16222966691124
862,-14.204865289278299
863,-7.983762541318272
864,-4.707194718762548
865,-6.050232318728216
866,-8.33562488549233
867,-7.177032579104488
868,-12.224120767567097
869,-5.260567978069341
870,-5.149150253785536
871,-7.9145330279512125
872,-2.0846563781462137
873,-4.616672310061717
874,-10.020619664822615
875,-3.804088871352488
876,-6.018141329313543
877,-5.242917124592864
878,-9.014906630169214
879,-4.898191572198864
880,-12.76614309187702
881,-14.605126465576502
882,-7.513604643630005
883,-3.8965252629113785
884,-12.00270621756706
885,-5.605524387798143
886,-7.922616605892899
887,-9.167240917894574
888,-10.483056724793942
889,-6.642394860587681
890,-10.049416201846174
891,-8.292167411369947
892,-11.847435330178072
893,-7.7968765867417655
894,-11.780447447314804
895,-9.533250477959694
896,-6.811962678967329
897,-6.303731560830841
898,-8.777148591285403
899,-11.607096768615936
900,-7.2941350827652105
901,-8.656700697844787
902,-9.29039523403302
903,-4.861708071899207
904,-7.586031070491449
905,-7.425170149022312
906,-4.694707923831747
907,-2.109609740454542
908,-12.454657709003865
909,-4.960923528047045
910,-6.565274833365263
911,-5.806115829346643
912,-10.392036435252347
913,-4.927577981019349
914,-7.23115117928824
915,-6.264592261209007
916,-8.931559470036811
917,-8.285126505111432
918,-6.155021407940188
919,-5.482673950059084
920,-8.062585956465327
921,-11.618539263118798
922,-6.139159866794753
923,-8.564449512617104
924,-7.523559076752145
925,-12.800033293770296
926,-6.174581922628627
927,-4.867881656968478
928,-11.028104460060543
929,-11.25587004563921
930,-8.789339745637507
931,-2.2728205030605544
932,0.6395283083170993
933,-6.977358957385039
934,-7.294585383382662
935,-9.033752232849276
936,-5.524981291765697
937,-3.0711625785827645
938,-6.668023210198735
939,-8.622048905998529
940,-5.123773378671729
941,-2.101492538637709
942,-8.548492984089446
943,-8.89204825399029
944,-10.03230106967112
945,-13.739183437035855
946,-1.7654198477626064
947,-4.16225971016507
948,-7.300867027173965
949,-6.457914447748496
950,-6.971527217492131
951,-5.751971549808992
952,-6.189411576023561
953,-1.188064279174661
954,-8.717861559457917
955,-4.847435264666804
956,-8.697885816608872
957,-7.115646252418881
958,-9.282916501609549
959,-7.732008555742571
960,-11.0026442977687
961,-6.398324871372513
962,-8.747976673290163
963,-6.291915611489061
964,-9.25693785520338
965,-4.2682254831771775
966,-8.329754511239313
967,-2.09111384882607
968,-4.415576878360053
969,-9.37192722050607
970,-6.1593163503778925
971,-8.518548497028872
972,-8.093755881485386
973,-10.354511662264429
974,-2.5467290476282027
975,-9.092290145565189
976,-1.6050278177067643
977,-10.001592107981146
978,-4.126463847425683
979,-1.4923102089017997
980,-9.815945913461135
981,-8.342117686509269
982,-4.358983108611781
983,-4.524260094483625
984,-4.984122082102751
985,-8.996815072853181
986,-12.497254091874789
987,-9.457981964030648
988,-6.461951386534507
989,-6.368816108249218
990,-4.014940559634729
991,-11.087717615026385
992,-5.164798748636777
993,-7.527261483624457
994,-3.8630825563310336
995,-4.8368425349329645
996,-12.866203880677547
997,-10.646259089913002
998,-6.4805449077775865
999,-4.497059970081649
1000,-12.303858998187224
1001,-9.100833963798333
1002,-6.037239761124621
1003,-8.278294497666513
1004,-9.52886192699531
1005,-8.165788567822727
1006,-10.46860846759274
1007,-8.268308803496272
1008,-8.849800892164751
1009,-10.703910053010313
1010,-10.82774963122349
1011,-10.143244521457968
1012,-11.296915857660672
1013,-13.684332491438012
1014,-11.935720040508198
1015,-11.250136975862063
1016,-4.438395113241068
1017,-6.114624812530922
1018,-6.887117659357521
1019,-5.417763719340209
1020,-7.389615122816934
1021,-9.376970233065101
1022,-10.646084910259608
1023,-3.2250427009305156
1024,-12.326384371634958
1025,-10.814914842794314
1026,-7.308448108564459
1027,-6.892647395812602
1028,-6.851687292185847
1029,-10.39474466924053
1030,-3.4289732960186736
1031,-9.209118081331166
1032,-9.177221350057648
1033,-6.935268850022787
1034,-8.447833828341995
1035,-2.995383739423546
1036,-1.220557196202602
1037,-6.293300583904594
1038,-9.40747115386926
1039,-5.780216232582495
1040,-10.660443039329827
1041,-12.250064755495423
1042,-9.787222603574154
1043,-9.920619854968038
1044,-8.073815003196092
1045,-5.012727186515982
1046,-5.995492802249918
1047,-11.456275419349545
1048,-13.296946910596976
1049,-8.516170221657141
1050,-6.030468492056936
1051,-4.659364832599175
1052,-8.758581219670358
1053,-7.8555808064557215
1054,-4.380743620908647
1055,-6.707315214547109
1056,-8.963616528038987
1057,-4.9011640383037065
1058,-7.796307968526793
1059,-9.080153674899474
1060,-4.107902328988022
1061,-13.9755434219014
1062,-7.0260757023942135
1063,-13.052621013336836
1064,-4.101746258901406
1065,-7.98039654929695
1066,-5.585205762726926
1067,-1.5639838136738247
1068,-6.362741261620017
1069,-5.162416605265142
1070,-7.7021187669496225
1071,-6.049600866879357
1072,-4.98104390098073
1073,-9.425459337001534
1074,-8.780662755115419
1075,-10.491085732329422
1076,-2.140154190558067
1077,-3.623188611125041
1078,-12.443264438704041
1079,-9.498009928623457
1080,-5.472621069470552
1081,-6.682485247099325
1082,-9.746066663600876
1083,-2.5520006195136924
1084,-8.755360205789222
1085,-7.265652241178137
1086,-10.139468755003467
1087,-9.312278843542337
1088,-5.974550988400226
1089,-6.654726817747553
1090,-6.746090069224974
1091,-6.875031678837756
1092,-9.015099732509283
1093,-8.835153905584455
1094,-8.798578227070314
1095,-9.07818866259285
1096,-3.747064048546089
1097,-10.66903426720313
1098,-10.024510791201285
1099,-8.82423950221643
1100,-4.6240250898908055
1101,-14.656948023342974
1102,-12.283543784993327
1103,-12.767096441342147
1104,-8.130806239409097
1105,-11.733146041155972
1106,-6.796678085804907
1107,-10.445816639606017
1108,-8.664862006614797
1109,-2.0344629022605583
1110,-6.872106571766393
1111,-6.118897004600472
1112,-10.16052905354498
1113,-8.44343662482455
1114,-8.03010201454529
1115,-6.765840016439745
1116,-13.259041251744065
1117,-13.458638619610406
1118,-9.35184486158074
1119,-5.71227127141919
1120,-11.980943485894077
1121,-7.868949887184904
1122,-6.710178740200263
1123,-10.66966390450032
1124,-9.336125154388986
1125,-13.307182081850748
1126,-6.4942540837750835
1127,-9.107142274086545
1128,-7.399739083676509
1129,-6.260872687147641
1130,-8.58101945720092
1131,-7.119443090994332
1132,-12.055023158989094
1133,-10.483934252594146
1134,-8.023870220475288
1135,-4.6841743036740064
1136,-8.020763997959113
1137,-12.2733222131309
1138,-9.795038832600216
1139,-7.366105203470465
1140,-8.595515067834727
1141,-3.829926873885932
1142,-6.820495031523146
1143,-6.385485436229105
1144,-6.569078695937247
1145,-6.515111292047977
1146,-1.6052874574218503
1147,-6.593770045697292
1148,-9.751683774192212
1149,-12.685643948860983
1150,-0.6472413063684197
1151,-8.10680347692472
1152,-3.017807373172781
1153,-7.601124863487973
1154,-13.093418267811494
1155,-9.59530925762597
1156,-9.080658577680152
1157,-1.277992066392823
1158,-9.03488286423615
1159,-10.160131784495803
1160,-4.355222985940632
1161,3.580834879958802
1162,-0.47362259580145594
1163,-6.17345105268046
1164,-13.931242186813439
1165,-5.4796919354773435
1166,-11.639160871227423
1167,-9.685722377663136
1168,-10.051731186999564
1169,-7.095412971445012
1170,-9.494974144400334
1171,-8.520898478465135
1172,-7.1672757296684235
1173,-7.384104685121684
1174,-4.519053706958164
1175,-5.491340694061268
1176,-2.3505280592609594
1177,-2.6911865192726934
1178,-2.4729610140407035
1179,-6.295906550256626
1180,-9.886973870468054
1181,-5.064936502066281
1182,-6.7094505255100705
1183,-12.149824203095937
1184,-6.011153556095144
1185,-2.7522265643101003
1186,-4.011506661582498
1187,-4.789658719300672
1188,-6.778079267096634
1189,-10.132522857199442
1190,-4.968197447749221
1191,-9.589397319330315
1192,-5.962809324861772
1193,-4.8550522103067335
1194,-3.548259366588909
1195,-2.02241011539291
1196,-7.9049839394652235
1197,-5.991102596021397
1198,-9.955181647141023
1199,-5.229660580393919
1200,-6.587560677777566
1201,-8.075065106338657
1202,-8.264588568930646
1203,-6.382548989044536
1204,-7.199578466653211
1205,-7.05896472359267
1206,-3.994526502046563
1207,-6.290882641211101
1208,-6.319411074170521
1209,-0.2586994522891901
1210,-2.5089002067673913
1211,-4.909194221589537
1212,-6.649327525041663
1213,-3.5492185454422747
1214,-8.380789166572994
1215,-4.058483837348583
1216,-5.701343361903815
1217,-4.734879233930337
1218,-8.505386717759626
1219,-1.074372159528485
1220,-4.394535137184718
1221,-3.3212847144841446
1222,-9.393537074560665
1223,-7.960094952736387
1224,-6.284918885787778
1225,-6.734630981412652
1226,-6.861299323793533
1227,-7.370529195063264
1228,-13.37892258702379
1229,-5.721446286912035
1230,-3.152447021917589
1231,-7.897583735897981
1232,-11.234615296408336
1233,-2.2982400132540652
1234,-7.712710544693933
